trip_id,stop_id,timepoint,stop_sequence,departure_time,arrival_time
OLN069,exhibition_go,,1,9:16:00,9:16:00
OLN069,king_bathurst,,2,9:19:40,9:19:40
OLN069,queen_spadina,,3,9:21:35,9:21:35
OLN069,osgoode,,4,9:23:10,9:23:10
OLN069,queen,,5,9:24:30,9:24:30
OLN069,moss_park,,6,9:26:10,9:26:10
OLN069,corktown,,7,9:27:35,9:27:35
OLN069,distillery,,8,9:29:05,9:29:05
OLN069,east_harbour,,9,9:31:40,9:31:40
OLN069,leslieville,,10,9:33:15,9:33:15
OLN069,gerrard,,11,9:34:15,9:34:15
OLN069,pape_station,,12,9:37:10,9:37:10
OLN069,cosburn,,13,9:39:20,9:39:20
OLN069,thorncliffe_park,,14,9:44:15,9:44:15
OLN069,flemingdon_park,,15,9:46:40,9:46:40
OLN069,science_centre,,16,9:48:05,9:48:05
OLN070,exhibition_go,,1,9:18:00,9:18:00
OLN070,king_bathurst,,2,9:21:40,9:21:40
OLN070,queen_spadina,,3,9:23:35,9:23:35
OLN070,osgoode,,4,9:25:10,9:25:10
OLN070,queen,,5,9:26:30,9:26:30
OLN070,moss_park,,6,9:28:10,9:28:10
OLN070,corktown,,7,9:29:35,9:29:35
OLN070,distillery,,8,9:31:05,9:31:05
OLN070,east_harbour,,9,9:33:40,9:33:40
OLN070,leslieville,,10,9:35:15,9:35:15
OLN070,gerrard,,11,9:36:15,9:36:15
OLN070,pape_station,,12,9:39:10,9:39:10
OLN070,cosburn,,13,9:41:20,9:41:20
OLN070,thorncliffe_park,,14,9:46:15,9:46:15
OLN070,flemingdon_park,,15,9:48:40,9:48:40
OLN070,science_centre,,16,9:50:05,9:50:05
OLN071,exhibition_go,,1,9:20:00,9:20:00
OLN071,king_bathurst,,2,9:23:40,9:23:40
OLN071,queen_spadina,,3,9:25:35,9:25:35
OLN071,osgoode,,4,9:27:10,9:27:10
OLN071,queen,,5,9:28:30,9:28:30
OLN071,moss_park,,6,9:30:10,9:30:10
OLN071,corktown,,7,9:31:35,9:31:35
OLN071,distillery,,8,9:33:05,9:33:05
OLN071,east_harbour,,9,9:35:40,9:35:40
OLN071,leslieville,,10,9:37:15,9:37:15
OLN071,gerrard,,11,9:38:15,9:38:15
OLN071,pape_station,,12,9:41:10,9:41:10
OLN071,cosburn,,13,9:43:20,9:43:20
OLN071,thorncliffe_park,,14,9:48:15,9:48:15
OLN071,flemingdon_park,,15,9:50:40,9:50:40
OLN071,science_centre,,16,9:52:05,9:52:05
OLN072,exhibition_go,,1,9:22:00,9:22:00
OLN072,king_bathurst,,2,9:25:40,9:25:40
OLN072,queen_spadina,,3,9:27:35,9:27:35
OLN072,osgoode,,4,9:29:10,9:29:10
OLN072,queen,,5,9:30:30,9:30:30
OLN072,moss_park,,6,9:32:10,9:32:10
OLN072,corktown,,7,9:33:35,9:33:35
OLN072,distillery,,8,9:35:05,9:35:05
OLN072,east_harbour,,9,9:37:40,9:37:40
OLN072,leslieville,,10,9:39:15,9:39:15
OLN072,gerrard,,11,9:40:15,9:40:15
OLN072,pape_station,,12,9:43:10,9:43:10
OLN072,cosburn,,13,9:45:20,9:45:20
OLN072,thorncliffe_park,,14,9:50:15,9:50:15
OLN072,flemingdon_park,,15,9:52:40,9:52:40
OLN072,science_centre,,16,9:54:05,9:54:05
OLN073,exhibition_go,,1,9:24:00,9:24:00
OLN073,king_bathurst,,2,9:27:40,9:27:40
OLN073,queen_spadina,,3,9:29:35,9:29:35
OLN073,osgoode,,4,9:31:10,9:31:10
OLN073,queen,,5,9:32:30,9:32:30
OLN073,moss_park,,6,9:34:10,9:34:10
OLN073,corktown,,7,9:35:35,9:35:35
OLN073,distillery,,8,9:37:05,9:37:05
OLN073,east_harbour,,9,9:39:40,9:39:40
OLN073,leslieville,,10,9:41:15,9:41:15
OLN073,gerrard,,11,9:42:15,9:42:15
OLN073,pape_station,,12,9:45:10,9:45:10
OLN073,cosburn,,13,9:47:20,9:47:20
OLN073,thorncliffe_park,,14,9:52:15,9:52:15
OLN073,flemingdon_park,,15,9:54:40,9:54:40
OLN073,science_centre,,16,9:56:05,9:56:05
OLN074,exhibition_go,,1,9:26:00,9:26:00
OLN074,king_bathurst,,2,9:29:40,9:29:40
OLN074,queen_spadina,,3,9:31:35,9:31:35
OLN074,osgoode,,4,9:33:10,9:33:10
OLN074,queen,,5,9:34:30,9:34:30
OLN074,moss_park,,6,9:36:10,9:36:10
OLN074,corktown,,7,9:37:35,9:37:35
OLN074,distillery,,8,9:39:05,9:39:05
OLN074,east_harbour,,9,9:41:40,9:41:40
OLN074,leslieville,,10,9:43:15,9:43:15
OLN074,gerrard,,11,9:44:15,9:44:15
OLN074,pape_station,,12,9:47:10,9:47:10
OLN074,cosburn,,13,9:49:20,9:49:20
OLN074,thorncliffe_park,,14,9:54:15,9:54:15
OLN074,flemingdon_park,,15,9:56:40,9:56:40
OLN074,science_centre,,16,9:58:05,9:58:05
OLN075,exhibition_go,,1,9:28:00,9:28:00
OLN075,king_bathurst,,2,9:31:40,9:31:40
OLN075,queen_spadina,,3,9:33:35,9:33:35
OLN075,osgoode,,4,9:35:10,9:35:10
OLN075,queen,,5,9:36:30,9:36:30
OLN075,moss_park,,6,9:38:10,9:38:10
OLN075,corktown,,7,9:39:35,9:39:35
OLN075,distillery,,8,9:41:05,9:41:05
OLN075,east_harbour,,9,9:43:40,9:43:40
OLN075,leslieville,,10,9:45:15,9:45:15
OLN075,gerrard,,11,9:46:15,9:46:15
OLN075,pape_station,,12,9:49:10,9:49:10
OLN075,cosburn,,13,9:51:20,9:51:20
OLN075,thorncliffe_park,,14,9:56:15,9:56:15
OLN075,flemingdon_park,,15,9:58:40,9:58:40
OLN075,science_centre,,16,10:00:05,10:00:05
OLN076,exhibition_go,,1,9:30:00,9:30:00
OLN076,king_bathurst,,2,9:33:40,9:33:40
OLN076,queen_spadina,,3,9:35:35,9:35:35
OLN076,osgoode,,4,9:37:10,9:37:10
OLN076,queen,,5,9:38:30,9:38:30
OLN076,moss_park,,6,9:40:10,9:40:10
OLN076,corktown,,7,9:41:35,9:41:35
OLN076,distillery,,8,9:43:05,9:43:05
OLN076,east_harbour,,9,9:45:40,9:45:40
OLN076,leslieville,,10,9:47:15,9:47:15
OLN076,gerrard,,11,9:48:15,9:48:15
OLN076,pape_station,,12,9:51:10,9:51:10
OLN076,cosburn,,13,9:53:20,9:53:20
OLN076,thorncliffe_park,,14,9:58:15,9:58:15
OLN076,flemingdon_park,,15,10:00:40,10:00:40
OLN076,science_centre,,16,10:02:05,10:02:05
OLN101,science_centre,,1,7:00:00,7:00:00
OLN101,flemingdon_park,,2,7:01:25,7:01:25
OLN101,thorncliffe_park,,3,7:03:50,7:03:50
OLN101,cosburn,,4,7:08:45,7:08:45
OLN101,pape_station,,5,7:10:55,7:10:55
OLN101,gerrard,,6,7:13:50,7:13:50
OLN101,leslieville,,7,7:14:50,7:14:50
OLN101,east_harbour,,8,7:16:25,7:16:25
OLN101,distillery,,9,7:19:00,7:19:00
OLN101,corktown,,10,7:20:30,7:20:30
OLN101,moss_park,,11,7:21:55,7:21:55
OLN101,queen,,12,7:23:35,7:23:35
OLN101,osgoode,,13,7:24:55,7:24:55
OLN101,queen_spadina,,14,7:26:30,7:26:30
OLN101,king_bathurst,,15,7:28:25,7:28:25
OLN101,exhibition_go,,16,7:32:05,7:32:05
OLN102,science_centre,,1,7:02:00,7:02:00
OLN102,flemingdon_park,,2,7:03:25,7:03:25
OLN102,thorncliffe_park,,3,7:05:50,7:05:50
OLN102,cosburn,,4,7:10:45,7:10:45
OLN102,pape_station,,5,7:12:55,7:12:55
OLN102,gerrard,,6,7:15:50,7:15:50
OLN102,leslieville,,7,7:16:50,7:16:50
OLN102,east_harbour,,8,7:18:25,7:18:25
OLN102,distillery,,9,7:21:00,7:21:00
OLN102,corktown,,10,7:22:30,7:22:30
OLN102,moss_park,,11,7:23:55,7:23:55
OLN102,queen,,12,7:25:35,7:25:35
OLN102,osgoode,,13,7:26:55,7:26:55
OLN102,queen_spadina,,14,7:28:30,7:28:30
OLN102,king_bathurst,,15,7:30:25,7:30:25
OLN102,exhibition_go,,16,7:34:05,7:34:05
OLN103,science_centre,,1,7:04:00,7:04:00
OLN103,flemingdon_park,,2,7:05:25,7:05:25
OLN103,thorncliffe_park,,3,7:07:50,7:07:50
OLN103,cosburn,,4,7:12:45,7:12:45
OLN103,pape_station,,5,7:14:55,7:14:55
OLN103,gerrard,,6,7:17:50,7:17:50
OLN103,leslieville,,7,7:18:50,7:18:50
OLN103,east_harbour,,8,7:20:25,7:20:25
OLN103,distillery,,9,7:23:00,7:23:00
OLN103,corktown,,10,7:24:30,7:24:30
OLN103,moss_park,,11,7:25:55,7:25:55
OLN103,queen,,12,7:27:35,7:27:35
OLN103,osgoode,,13,7:28:55,7:28:55
OLN103,queen_spadina,,14,7:30:30,7:30:30
OLN103,king_bathurst,,15,7:32:25,7:32:25
OLN103,exhibition_go,,16,7:36:05,7:36:05
OLN104,science_centre,,1,7:06:00,7:06:00
OLN104,flemingdon_park,,2,7:07:25,7:07:25
OLN104,thorncliffe_park,,3,7:09:50,7:09:50
OLN104,cosburn,,4,7:14:45,7:14:45
OLN104,pape_station,,5,7:16:55,7:16:55
OLN104,gerrard,,6,7:19:50,7:19:50
OLN104,leslieville,,7,7:20:50,7:20:50
OLN104,east_harbour,,8,7:22:25,7:22:25
OLN104,distillery,,9,7:25:00,7:25:00
OLN104,corktown,,10,7:26:30,7:26:30
OLN104,moss_park,,11,7:27:55,7:27:55
OLN104,queen,,12,7:29:35,7:29:35
OLN104,osgoode,,13,7:30:55,7:30:55
OLN104,queen_spadina,,14,7:32:30,7:32:30
OLN104,king_bathurst,,15,7:34:25,7:34:25
OLN104,exhibition_go,,16,7:38:05,7:38:05
OLN105,science_centre,,1,7:08:00,7:08:00
OLN105,flemingdon_park,,2,7:09:25,7:09:25
OLN105,thorncliffe_park,,3,7:11:50,7:11:50
OLN105,cosburn,,4,7:16:45,7:16:45
OLN105,pape_station,,5,7:18:55,7:18:55
OLN105,gerrard,,6,7:21:50,7:21:50
OLN105,leslieville,,7,7:22:50,7:22:50
OLN105,east_harbour,,8,7:24:25,7:24:25
OLN105,distillery,,9,7:27:00,7:27:00
OLN105,corktown,,10,7:28:30,7:28:30
OLN105,moss_park,,11,7:29:55,7:29:55
OLN105,queen,,12,7:31:35,7:31:35
OLN105,osgoode,,13,7:32:55,7:32:55
OLN105,queen_spadina,,14,7:34:30,7:34:30
OLN105,king_bathurst,,15,7:36:25,7:36:25
OLN105,exhibition_go,,16,7:40:05,7:40:05
OLN106,science_centre,,1,7:10:00,7:10:00
OLN106,flemingdon_park,,2,7:11:25,7:11:25
OLN106,thorncliffe_park,,3,7:13:50,7:13:50
OLN106,cosburn,,4,7:18:45,7:18:45
OLN106,pape_station,,5,7:20:55,7:20:55
OLN106,gerrard,,6,7:23:50,7:23:50
OLN106,leslieville,,7,7:24:50,7:24:50
OLN106,east_harbour,,8,7:26:25,7:26:25
OLN106,distillery,,9,7:29:00,7:29:00
OLN106,corktown,,10,7:30:30,7:30:30
OLN106,moss_park,,11,7:31:55,7:31:55
OLN106,queen,,12,7:33:35,7:33:35
OLN106,osgoode,,13,7:34:55,7:34:55
OLN106,queen_spadina,,14,7:36:30,7:36:30
OLN106,king_bathurst,,15,7:38:25,7:38:25
OLN106,exhibition_go,,16,7:42:05,7:42:05
OLN107,science_centre,,1,7:12:00,7:12:00
OLN107,flemingdon_park,,2,7:13:25,7:13:25
OLN107,thorncliffe_park,,3,7:15:50,7:15:50
OLN107,cosburn,,4,7:20:45,7:20:45
OLN107,pape_station,,5,7:22:55,7:22:55
OLN107,gerrard,,6,7:25:50,7:25:50
OLN107,leslieville,,7,7:26:50,7:26:50
OLN107,east_harbour,,8,7:28:25,7:28:25
OLN107,distillery,,9,7:31:00,7:31:00
OLN107,corktown,,10,7:32:30,7:32:30
OLN107,moss_park,,11,7:33:55,7:33:55
OLN107,queen,,12,7:35:35,7:35:35
OLN107,osgoode,,13,7:36:55,7:36:55
OLN107,queen_spadina,,14,7:38:30,7:38:30
OLN107,king_bathurst,,15,7:40:25,7:40:25
OLN107,exhibition_go,,16,7:44:05,7:44:05
OLN108,science_centre,,1,7:14:00,7:14:00
OLN108,flemingdon_park,,2,7:15:25,7:15:25
OLN108,thorncliffe_park,,3,7:17:50,7:17:50
OLN108,cosburn,,4,7:22:45,7:22:45
OLN108,pape_station,,5,7:24:55,7:24:55
OLN108,gerrard,,6,7:27:50,7:27:50
OLN108,leslieville,,7,7:28:50,7:28:50
OLN108,east_harbour,,8,7:30:25,7:30:25
OLN108,distillery,,9,7:33:00,7:33:00
OLN108,corktown,,10,7:34:30,7:34:30
OLN108,moss_park,,11,7:35:55,7:35:55
OLN108,queen,,12,7:37:35,7:37:35
OLN108,osgoode,,13,7:38:55,7:38:55
OLN108,queen_spadina,,14,7:40:30,7:40:30
OLN108,king_bathurst,,15,7:42:25,7:42:25
OLN108,exhibition_go,,16,7:46:05,7:46:05
OLN109,science_centre,,1,7:16:00,7:16:00
OLN109,flemingdon_park,,2,7:17:25,7:17:25
OLN109,thorncliffe_park,,3,7:19:50,7:19:50
OLN109,cosburn,,4,7:24:45,7:24:45
OLN109,pape_station,,5,7:26:55,7:26:55
OLN109,gerrard,,6,7:29:50,7:29:50
OLN109,leslieville,,7,7:30:50,7:30:50
OLN109,east_harbour,,8,7:32:25,7:32:25
OLN109,distillery,,9,7:35:00,7:35:00
OLN109,corktown,,10,7:36:30,7:36:30
OLN109,moss_park,,11,7:37:55,7:37:55
OLN109,queen,,12,7:39:35,7:39:35
OLN109,osgoode,,13,7:40:55,7:40:55
OLN109,queen_spadina,,14,7:42:30,7:42:30
OLN109,king_bathurst,,15,7:44:25,7:44:25
OLN109,exhibition_go,,16,7:48:05,7:48:05
OLN1010,science_centre,,1,7:18:00,7:18:00
OLN1010,flemingdon_park,,2,7:19:25,7:19:25
OLN1010,thorncliffe_park,,3,7:21:50,7:21:50
OLN1010,cosburn,,4,7:26:45,7:26:45
OLN1010,pape_station,,5,7:28:55,7:28:55
OLN1010,gerrard,,6,7:31:50,7:31:50
OLN1010,leslieville,,7,7:32:50,7:32:50
OLN1010,east_harbour,,8,7:34:25,7:34:25
OLN1010,distillery,,9,7:37:00,7:37:00
OLN1010,corktown,,10,7:38:30,7:38:30
OLN1010,moss_park,,11,7:39:55,7:39:55
OLN1010,queen,,12,7:41:35,7:41:35
OLN1010,osgoode,,13,7:42:55,7:42:55
OLN1010,queen_spadina,,14,7:44:30,7:44:30
OLN1010,king_bathurst,,15,7:46:25,7:46:25
OLN1010,exhibition_go,,16,7:50:05,7:50:05
OLN1011,science_centre,,1,7:20:00,7:20:00
OLN1011,flemingdon_park,,2,7:21:25,7:21:25
OLN1011,thorncliffe_park,,3,7:23:50,7:23:50
OLN1011,cosburn,,4,7:28:45,7:28:45
OLN1011,pape_station,,5,7:30:55,7:30:55
OLN1011,gerrard,,6,7:33:50,7:33:50
OLN1011,leslieville,,7,7:34:50,7:34:50
OLN1011,east_harbour,,8,7:36:25,7:36:25
OLN1011,distillery,,9,7:39:00,7:39:00
OLN1011,corktown,,10,7:40:30,7:40:30
OLN1011,moss_park,,11,7:41:55,7:41:55
OLN1011,queen,,12,7:43:35,7:43:35
OLN1011,osgoode,,13,7:44:55,7:44:55
OLN1011,queen_spadina,,14,7:46:30,7:46:30
OLN1011,king_bathurst,,15,7:48:25,7:48:25
OLN1011,exhibition_go,,16,7:52:05,7:52:05
OLN1012,science_centre,,1,7:22:00,7:22:00
OLN1012,flemingdon_park,,2,7:23:25,7:23:25
OLN1012,thorncliffe_park,,3,7:25:50,7:25:50
OLN1012,cosburn,,4,7:30:45,7:30:45
OLN1012,pape_station,,5,7:32:55,7:32:55
OLN1012,gerrard,,6,7:35:50,7:35:50
OLN1012,leslieville,,7,7:36:50,7:36:50
OLN1012,east_harbour,,8,7:38:25,7:38:25
OLN1012,distillery,,9,7:41:00,7:41:00
OLN1012,corktown,,10,7:42:30,7:42:30
OLN1012,moss_park,,11,7:43:55,7:43:55
OLN1012,queen,,12,7:45:35,7:45:35
OLN1012,osgoode,,13,7:46:55,7:46:55
OLN1012,queen_spadina,,14,7:48:30,7:48:30
OLN1012,king_bathurst,,15,7:50:25,7:50:25
OLN1012,exhibition_go,,16,7:54:05,7:54:05
OLN1013,science_centre,,1,7:24:00,7:24:00
OLN1013,flemingdon_park,,2,7:25:25,7:25:25
OLN1013,thorncliffe_park,,3,7:27:50,7:27:50
OLN1013,cosburn,,4,7:32:45,7:32:45
OLN1013,pape_station,,5,7:34:55,7:34:55
OLN1013,gerrard,,6,7:37:50,7:37:50
OLN1013,leslieville,,7,7:38:50,7:38:50
OLN1013,east_harbour,,8,7:40:25,7:40:25
OLN1013,distillery,,9,7:43:00,7:43:00
OLN1013,corktown,,10,7:44:30,7:44:30
OLN1013,moss_park,,11,7:45:55,7:45:55
OLN1013,queen,,12,7:47:35,7:47:35
OLN1013,osgoode,,13,7:48:55,7:48:55
OLN1013,queen_spadina,,14,7:50:30,7:50:30
OLN1013,king_bathurst,,15,7:52:25,7:52:25
OLN1013,exhibition_go,,16,7:56:05,7:56:05
OLN1014,science_centre,,1,7:26:00,7:26:00
OLN1014,flemingdon_park,,2,7:27:25,7:27:25
OLN1014,thorncliffe_park,,3,7:29:50,7:29:50
OLN1014,cosburn,,4,7:34:45,7:34:45
OLN1014,pape_station,,5,7:36:55,7:36:55
OLN1014,gerrard,,6,7:39:50,7:39:50
OLN1014,leslieville,,7,7:40:50,7:40:50
OLN1014,east_harbour,,8,7:42:25,7:42:25
OLN1014,distillery,,9,7:45:00,7:45:00
OLN1014,corktown,,10,7:46:30,7:46:30
OLN1014,moss_park,,11,7:47:55,7:47:55
OLN1014,queen,,12,7:49:35,7:49:35
OLN1014,osgoode,,13,7:50:55,7:50:55
OLN1014,queen_spadina,,14,7:52:30,7:52:30
OLN1014,king_bathurst,,15,7:54:25,7:54:25
OLN1014,exhibition_go,,16,7:58:05,7:58:05
OLN1015,science_centre,,1,7:28:00,7:28:00
OLN1015,flemingdon_park,,2,7:29:25,7:29:25
OLN1015,thorncliffe_park,,3,7:31:50,7:31:50
OLN1015,cosburn,,4,7:36:45,7:36:45
OLN1015,pape_station,,5,7:38:55,7:38:55
OLN1015,gerrard,,6,7:41:50,7:41:50
OLN1015,leslieville,,7,7:42:50,7:42:50
OLN1015,east_harbour,,8,7:44:25,7:44:25
OLN1015,distillery,,9,7:47:00,7:47:00
OLN1015,corktown,,10,7:48:30,7:48:30
OLN1015,moss_park,,11,7:49:55,7:49:55
OLN1015,queen,,12,7:51:35,7:51:35
OLN1015,osgoode,,13,7:52:55,7:52:55
OLN1015,queen_spadina,,14,7:54:30,7:54:30
OLN1015,king_bathurst,,15,7:56:25,7:56:25
OLN1015,exhibition_go,,16,8:00:05,8:00:05
OLN1016,science_centre,,1,7:30:00,7:30:00
OLN1016,flemingdon_park,,2,7:31:25,7:31:25
OLN1016,thorncliffe_park,,3,7:33:50,7:33:50
OLN1016,cosburn,,4,7:38:45,7:38:45
OLN1016,pape_station,,5,7:40:55,7:40:55
OLN1016,gerrard,,6,7:43:50,7:43:50
OLN1016,leslieville,,7,7:44:50,7:44:50
OLN1016,east_harbour,,8,7:46:25,7:46:25
OLN1016,distillery,,9,7:49:00,7:49:00
OLN1016,corktown,,10,7:50:30,7:50:30
OLN1016,moss_park,,11,7:51:55,7:51:55
OLN1016,queen,,12,7:53:35,7:53:35
OLN1016,osgoode,,13,7:54:55,7:54:55
OLN1016,queen_spadina,,14,7:56:30,7:56:30
OLN1016,king_bathurst,,15,7:58:25,7:58:25
OLN1016,exhibition_go,,16,8:02:05,8:02:05
OLN1017,science_centre,,1,7:32:00,7:32:00
OLN1017,flemingdon_park,,2,7:33:25,7:33:25
OLN1017,thorncliffe_park,,3,7:35:50,7:35:50
OLN1017,cosburn,,4,7:40:45,7:40:45
OLN1017,pape_station,,5,7:42:55,7:42:55
OLN1017,gerrard,,6,7:45:50,7:45:50
OLN1017,leslieville,,7,7:46:50,7:46:50
OLN1017,east_harbour,,8,7:48:25,7:48:25
OLN1017,distillery,,9,7:51:00,7:51:00
OLN1017,corktown,,10,7:52:30,7:52:30
OLN1017,moss_park,,11,7:53:55,7:53:55
OLN1017,queen,,12,7:55:35,7:55:35
OLN1017,osgoode,,13,7:56:55,7:56:55
OLN1017,queen_spadina,,14,7:58:30,7:58:30
OLN1017,king_bathurst,,15,8:00:25,8:00:25
OLN1017,exhibition_go,,16,8:04:05,8:04:05
OLN1018,science_centre,,1,7:34:00,7:34:00
OLN1018,flemingdon_park,,2,7:35:25,7:35:25
OLN1018,thorncliffe_park,,3,7:37:50,7:37:50
OLN1018,cosburn,,4,7:42:45,7:42:45
OLN1018,pape_station,,5,7:44:55,7:44:55
OLN1018,gerrard,,6,7:47:50,7:47:50
OLN1018,leslieville,,7,7:48:50,7:48:50
OLN1018,east_harbour,,8,7:50:25,7:50:25
OLN1018,distillery,,9,7:53:00,7:53:00
OLN1018,corktown,,10,7:54:30,7:54:30
OLN1018,moss_park,,11,7:55:55,7:55:55
OLN1018,queen,,12,7:57:35,7:57:35
OLN1018,osgoode,,13,7:58:55,7:58:55
OLN1018,queen_spadina,,14,8:00:30,8:00:30
OLN1018,king_bathurst,,15,8:02:25,8:02:25
OLN1018,exhibition_go,,16,8:06:05,8:06:05
OLN1019,science_centre,,1,7:36:00,7:36:00
OLN1019,flemingdon_park,,2,7:37:25,7:37:25
OLN1019,thorncliffe_park,,3,7:39:50,7:39:50
OLN1019,cosburn,,4,7:44:45,7:44:45
OLN1019,pape_station,,5,7:46:55,7:46:55
OLN1019,gerrard,,6,7:49:50,7:49:50
OLN1019,leslieville,,7,7:50:50,7:50:50
OLN1019,east_harbour,,8,7:52:25,7:52:25
OLN1019,distillery,,9,7:55:00,7:55:00
OLN1019,corktown,,10,7:56:30,7:56:30
OLN1019,moss_park,,11,7:57:55,7:57:55
OLN1019,queen,,12,7:59:35,7:59:35
OLN1019,osgoode,,13,8:00:55,8:00:55
OLN1019,queen_spadina,,14,8:02:30,8:02:30
OLN1019,king_bathurst,,15,8:04:25,8:04:25
OLN1019,exhibition_go,,16,8:08:05,8:08:05
OLN1020,science_centre,,1,7:38:00,7:38:00
OLN1020,flemingdon_park,,2,7:39:25,7:39:25
OLN1020,thorncliffe_park,,3,7:41:50,7:41:50
OLN1020,cosburn,,4,7:46:45,7:46:45
OLN1020,pape_station,,5,7:48:55,7:48:55
OLN1020,gerrard,,6,7:51:50,7:51:50
OLN1020,leslieville,,7,7:52:50,7:52:50
OLN1020,east_harbour,,8,7:54:25,7:54:25
OLN1020,distillery,,9,7:57:00,7:57:00
OLN1020,corktown,,10,7:58:30,7:58:30
OLN1020,moss_park,,11,7:59:55,7:59:55
OLN1020,queen,,12,8:01:35,8:01:35
OLN1020,osgoode,,13,8:02:55,8:02:55
OLN1020,queen_spadina,,14,8:04:30,8:04:30
OLN1020,king_bathurst,,15,8:06:25,8:06:25
OLN1020,exhibition_go,,16,8:10:05,8:10:05
OLN1021,science_centre,,1,7:40:00,7:40:00
OLN1021,flemingdon_park,,2,7:41:25,7:41:25
OLN1021,thorncliffe_park,,3,7:43:50,7:43:50
OLN1021,cosburn,,4,7:48:45,7:48:45
OLN1021,pape_station,,5,7:50:55,7:50:55
OLN1021,gerrard,,6,7:53:50,7:53:50
OLN1021,leslieville,,7,7:54:50,7:54:50
OLN1021,east_harbour,,8,7:56:25,7:56:25
OLN1021,distillery,,9,7:59:00,7:59:00
OLN1021,corktown,,10,8:00:30,8:00:30
OLN1021,moss_park,,11,8:01:55,8:01:55
OLN1021,queen,,12,8:03:35,8:03:35
OLN1021,osgoode,,13,8:04:55,8:04:55
OLN1021,queen_spadina,,14,8:06:30,8:06:30
OLN1021,king_bathurst,,15,8:08:25,8:08:25
OLN1021,exhibition_go,,16,8:12:05,8:12:05
OLN1022,science_centre,,1,7:42:00,7:42:00
OLN1022,flemingdon_park,,2,7:43:25,7:43:25
OLN1022,thorncliffe_park,,3,7:45:50,7:45:50
OLN1022,cosburn,,4,7:50:45,7:50:45
OLN1022,pape_station,,5,7:52:55,7:52:55
OLN1022,gerrard,,6,7:55:50,7:55:50
OLN1022,leslieville,,7,7:56:50,7:56:50
OLN1022,east_harbour,,8,7:58:25,7:58:25
OLN1022,distillery,,9,8:01:00,8:01:00
OLN1022,corktown,,10,8:02:30,8:02:30
OLN1022,moss_park,,11,8:03:55,8:03:55
OLN1022,queen,,12,8:05:35,8:05:35
OLN1022,osgoode,,13,8:06:55,8:06:55
OLN1022,queen_spadina,,14,8:08:30,8:08:30
OLN1022,king_bathurst,,15,8:10:25,8:10:25
OLN1022,exhibition_go,,16,8:14:05,8:14:05
OLN1023,science_centre,,1,7:44:00,7:44:00
OLN1023,flemingdon_park,,2,7:45:25,7:45:25
OLN1023,thorncliffe_park,,3,7:47:50,7:47:50
OLN1023,cosburn,,4,7:52:45,7:52:45
OLN1023,pape_station,,5,7:54:55,7:54:55
OLN1023,gerrard,,6,7:57:50,7:57:50
OLN1023,leslieville,,7,7:58:50,7:58:50
OLN1023,east_harbour,,8,8:00:25,8:00:25
OLN1023,distillery,,9,8:03:00,8:03:00
OLN1023,corktown,,10,8:04:30,8:04:30
OLN1023,moss_park,,11,8:05:55,8:05:55
OLN1023,queen,,12,8:07:35,8:07:35
OLN1023,osgoode,,13,8:08:55,8:08:55
OLN1023,queen_spadina,,14,8:10:30,8:10:30
OLN1023,king_bathurst,,15,8:12:25,8:12:25
OLN1023,exhibition_go,,16,8:16:05,8:16:05
OLN1024,science_centre,,1,7:46:00,7:46:00
OLN1024,flemingdon_park,,2,7:47:25,7:47:25
OLN1024,thorncliffe_park,,3,7:49:50,7:49:50
OLN1024,cosburn,,4,7:54:45,7:54:45
OLN1024,pape_station,,5,7:56:55,7:56:55
OLN1024,gerrard,,6,7:59:50,7:59:50
OLN1024,leslieville,,7,8:00:50,8:00:50
OLN1024,east_harbour,,8,8:02:25,8:02:25
OLN1024,distillery,,9,8:05:00,8:05:00
OLN1024,corktown,,10,8:06:30,8:06:30
OLN1024,moss_park,,11,8:07:55,8:07:55
OLN1024,queen,,12,8:09:35,8:09:35
OLN1024,osgoode,,13,8:10:55,8:10:55
OLN1024,queen_spadina,,14,8:12:30,8:12:30
OLN1024,king_bathurst,,15,8:14:25,8:14:25
OLN1024,exhibition_go,,16,8:18:05,8:18:05
OLN1025,science_centre,,1,7:48:00,7:48:00
OLN1025,flemingdon_park,,2,7:49:25,7:49:25
OLN1025,thorncliffe_park,,3,7:51:50,7:51:50
OLN1025,cosburn,,4,7:56:45,7:56:45
OLN1025,pape_station,,5,7:58:55,7:58:55
OLN1025,gerrard,,6,8:01:50,8:01:50
OLN1025,leslieville,,7,8:02:50,8:02:50
OLN1025,east_harbour,,8,8:04:25,8:04:25
OLN1025,distillery,,9,8:07:00,8:07:00
OLN1025,corktown,,10,8:08:30,8:08:30
OLN1025,moss_park,,11,8:09:55,8:09:55
OLN1025,queen,,12,8:11:35,8:11:35
OLN1025,osgoode,,13,8:12:55,8:12:55
OLN1025,queen_spadina,,14,8:14:30,8:14:30
OLN1025,king_bathurst,,15,8:16:25,8:16:25
OLN1025,exhibition_go,,16,8:20:05,8:20:05
OLN1026,science_centre,,1,7:50:00,7:50:00
OLN1026,flemingdon_park,,2,7:51:25,7:51:25
OLN1026,thorncliffe_park,,3,7:53:50,7:53:50
OLN1026,cosburn,,4,7:58:45,7:58:45
OLN1026,pape_station,,5,8:00:55,8:00:55
OLN1026,gerrard,,6,8:03:50,8:03:50
